Company,Index,Filing,Position Date,Voting Rights,%(voting),Other Instruments,%(other),Total voting rights,Shares with no voting rights,%(shares),%(ISC),link
Just Group plc,,Form 8.3,24 November 2025,59335996,5.71,39339386,3.78,98675382,2934681,4.95,0.2824,https://www.londonstockexchange.com/news-article/market-news/form-8-3-just-group-plc/17344088
